code,description,periods,time_max_parking,time_start,time_end,time_duration,lun,mar,mer,jeu,ven,sam,dim,daily,special_days,restrict_types,permit_no
R8-SCHLDX-6,15 M SCHOOL LOAD ONLY 8-9A 2-4P EXC SAT-SUN-HOL,,,14,16,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-8,15 M SCHOOL LOAD ONLY 8-10A  EXC SAT-SUN-HOL,,,8,10,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-9,15 M SCHOOL LOAD ONLY 7-9A 2-4P EXC SAT-SUN-HOL,,,7,9,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-9,15 M SCHOOL LOAD ONLY 7-9A 2-4P EXC SAT-SUN-HOL,,,14,16,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-10,5 MINUTE SCHOOL LOAD ONLY 8A-7P MON-FRI,,,8,19,11,1,1,1,1,1,,,,,bus,
R8-SCHLDX-11,"30 M SCHOOL LOAD ONLY 6-9A 2-6P EXC SAT-SUN-HOL, PAY @ PS 9A-2P MON-FRI 8A-6P SAT",,,6,9,3,1,1,1,1,1,,,,,bus,
R8-SCHLDX-11,"30 M SCHOOL LOAD ONLY 6-9A 2-6P EXC SAT-SUN-HOL, PAY @ PS 9A-2P MON-FRI 8A-6P SAT",,,14,18,4,1,1,1,1,1,,,,,bus,
R8-SCHLDX-11,"30 M SCHOOL LOAD ONLY 6-9A 2-6P EXC SAT-SUN-HOL, PAY @ PS 9A-2P MON-FRI 8A-6P SAT",,,9,14,5,1,1,1,1,1,,,,,,
R8-SCHLDX-11,"30 M SCHOOL LOAD ONLY 6-9A 2-6P EXC SAT-SUN-HOL, PAY @ PS 9A-2P MON-FRI 8A-6P SAT",,,8,18,10,,,,,,1,,,,,
R8-SCHLDX-12,30 MINUTE SCHOOL LOAD ONLY 8A-5P EXCEPT SAT-SUN-HOL,,,8,17,9,1,1,1,1,1,,,,,bus,
R8-SCHLDX-13,5 MINUTE SCHOOL LOAD ONLY 8-10 AM 3-5 PM EXCEPT SAT-SUN-HOL,,,8,10,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-13,5 MINUTE SCHOOL LOAD ONLY 8-10 AM 3-5 PM EXCEPT SAT-SUN-HOL,,,15,17,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-14,SCHOOL LOAD ONLY 8AM-4PM,,,8,16,8,,,,,,,,1,,bus,
R8-SCHLDX-15,SCHOOL LOAD ONLY BUS ONLY,,,0,24,24,,,,,,,,1,,bus,
R8-SCHLDX-16,"SCHOOL LOAD ONLY BUS ONLY 8AM-10AM,BUS ONLY,2-5",,,8,10,2,,,,,,,,1,,bus,
R8-SCHLDX-16,"SCHOOL LOAD ONLY BUS ONLY 8AM-10AM,BUS ONLY,2-5",,,14,17,3,,,,,,,,1,,bus,
R8-SCHLDX-17,5 minute school load only 8-10AM and 2-4PM MON-FRI,,,8,10,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-17,5 minute school load only 8-10AM and 2-4PM MON-FRI,,,14,16,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-18,30 MINUTE SCHOOL LOAD ONLY 8A-10P 2-4P EXC SAT-SUN-HOL NP ALL OTHER TIMES,,,0,24,24,,,,,,,,1,,bus,
R8-SCHLDX-19,SCHOOL LOAD ONLY 7-9A 2-4P EXC SAT-SUN-HOL,,,7,9,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-19,SCHOOL LOAD ONLY 7-9A 2-4P EXC SAT-SUN-HOL,,,14,16,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-20,5 M SCHOOL LOAD ONLY 8:30-10A 3-4P EXC SAT-SUN-HOL,,,8.5,10,1.5,1,1,1,1,1,,,,,bus,
R8-SCHLDX-20,5 M SCHOOL LOAD ONLY 8:30-10A 3-4P EXC SAT-SUN-HOL,,,15,16,1,1,1,1,1,1,,,,,bus,
R8-SCHLDX-21,SCHOOL LOAD ONLY 8A-5P EXC SAT-SUN-HOL,,,8,17,9,1,1,1,1,1,,,,,bus,
R8-SCHLDX-22,SCHOOL LOAD ONLY 8A-4P,,,8,16,8,,,,,,,,1,,bus,
R8-SCHLDX-23,5 M SCHOOL LOAD ONLY 8-10A 2-4P EXC SAT-SUN-HOL,,,8,10,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-23,5 M SCHOOL LOAD ONLY 8-10A 2-4P EXC SAT-SUN-HOL,,,14,16,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-24,30 M SCHOOL LOAD ONLY 7A-4P EXC SAT-SUN-HOL,,,7,16,9,1,1,1,1,1,,,,,bus,
R8-SCHLDX-25,"'5 MINUTE SCHOOL LOAD ONLY, 8-9 AM, 2-4 PM, MON-FRI'",,,8,9,1,1,1,1,1,1,,,,,bus,
R8-SCHLDX-25,"'5 MINUTE SCHOOL LOAD ONLY, 8-9 AM, 2-4 PM, MON-FRI'",,,14,16,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-26,15 MINUTE SCHOOL LOAD ONLY 8AM-4PM EXCEPT SAT-SUN-HOL,,,8,16,8,1,1,1,1,1,,,,,bus,
R8-SCHLDX-27,15 M SCHOOL LOAD ONLY 7-10A 1-5P EXC SAT-SUN-HOL,,,7,10,3,1,1,1,1,1,,,,,bus,
R8-SCHLDX-27,15 M SCHOOL LOAD ONLY 7-10A 1-5P EXC SAT-SUN-HOL,,,13,17,4,1,1,1,1,1,,,,,bus,
R8-SCHLDX-28,5 M SCHOOL LOAD ONLY 8-10A 2-4P EXCEPT SAT-SUN-HOL,,,8,10,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-28,5 M SCHOOL LOAD ONLY 8-10A 2-4P EXCEPT SAT-SUN-HOL,,,14,16,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-29,5 MINTUE SCHOOL LOAD ONLY 8-10 AM 2-4 PM EXCEPT SAT-SUN-HOL,,,8,10,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-29,5 MINTUE SCHOOL LOAD ONLY 8-10 AM 2-4 PM EXCEPT SAT-SUN-HOL,,,14,16,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-30,SCHOOL LOAD ONLY 8-9A 2-4P EXC SAT-SUN-HOL,,,8,9,1,1,1,1,1,1,,,,,bus,
R8-SCHLDX-30,SCHOOL LOAD ONLY 8-9A 2-4P EXC SAT-SUN-HOL,,,14,16,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-31,SCHOOL LOAD ONLY 8-10A 2-4P EXC SAT-SUN-HOL,,,8,10,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-31,SCHOOL LOAD ONLY 8-10A 2-4P EXC SAT-SUN-HOL,,,14,16,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-32,5 M SCHOOL LOAD ONLY 8-10A 2-4P EXC SAT-SUN-HOL,,,8,10,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-32,5 M SCHOOL LOAD ONLY 8-10A 2-4P EXC SAT-SUN-HOL,,,14,16,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-33,5 MINUTE SCHOOL LOAD ONLY 7-930 AM 230-6 PM MON THRU FRI,,,7,9.5,2.5,1,1,1,1,1,,,,,bus,
R8-SCHLDX-33,5 MINUTE SCHOOL LOAD ONLY 7-930 AM 230-6 PM MON THRU FRI,,,14.5,18,3.5,1,1,1,1,1,,,,,bus,
R8-SCHLDX-34,1 MINUTE SCHOOL LOAD ONLY 8 - 10 AM EXCEPT SAT-SUN-HOL,,,8,10,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-35,SCHOOL LOAD ONLY 8-10AM 1-4PM EXCEPT SAT-SUN-HOL,,,8,10,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-35,SCHOOL LOAD ONLY 8-10AM 1-4PM EXCEPT SAT-SUN-HOL,,,13,16,3,1,1,1,1,1,,,,,bus,
R8-SCHLDX-36,SCHOOL LOAD ONLY 8-9A 2-4P EXC SAT-SUN-HOL,,,8,9,1,1,1,1,1,1,,,,,bus,
R8-SCHLDX-36,SCHOOL LOAD ONLY 8-9A 2-4P EXC SAT-SUN-HOL,,,14,16,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-37,"30 M SCHOOL LOAD ONLY 7A-4P EXC SAT-SUN-HOL PAY AT PAY STATION 4-8PM MON-FRI, 8AM-8PM SAT",,,7,16,9,1,1,1,1,1,,,,,bus,
R8-SCHLDX-37,"30 M SCHOOL LOAD ONLY 7A-4P EXC SAT-SUN-HOL PAY AT PAY STATION 4-8PM MON-FRI, 8AM-8PM SAT",,,16,20,4,1,1,1,1,1,,,,,,
R8-SCHLDX-37,"30 M SCHOOL LOAD ONLY 7A-4P EXC SAT-SUN-HOL PAY AT PAY STATION 4-8PM MON-FRI, 8AM-8PM SAT",,,8,20,12,,,,,,1,,,,,
R8-SCHLDX-38,30 M SCHOOL LOAD ONLY 7:30-8:30A 2:30-3:30P MON-FRI,,,7.5,8.5,1,1,1,1,1,1,,,,,bus,
R8-SCHLDX-38,30 M SCHOOL LOAD ONLY 7:30-8:30A 2:30-3:30P MON-FRI,,,14.5,15.5,1,1,1,1,1,1,,,,,bus,
R8-SCHLDX-39,5 M SCHOOL LOAD ONLY 9-10AM 3-4PM MON-FRI,,,9,10,1,1,1,1,1,1,,,,,bus,
R8-SCHLDX-39,5 M SCHOOL LOAD ONLY 9-10AM 3-4PM MON-FRI,,,15,16,1,1,1,1,1,1,,,,,bus,
R8-SCHLDX-40,"SCHOOL,LOAD,ONLY,7-9AM,2-4PM",,,7,9,2,,,,,,,,1,,bus,
R8-SCHLDX-40,"SCHOOL,LOAD,ONLY,7-9AM,2-4PM",,,14,16,2,,,,,,,,1,,bus,
R8-SCHLDX-41,"30 MINUTE,SCHOOL LOAD ONLY, 7:30-8:30AM,2:30-3:30PM,MON THRU FRI",,,7.5,8.5,1,1,1,1,1,1,,,,,bus,
R8-SCHLDX-41,"30 MINUTE,SCHOOL LOAD ONLY, 7:30-8:30AM,2:30-3:30PM,MON THRU FRI",,,14.5,15.5,1,1,1,1,1,1,,,,,bus,
R8-SCHLDX-42,5 MINUTE SCHOOL LOAD ONLY 7-9 AM 2-4 PM EXCEPT SAT-SUN-HOL),,,7,9,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-42,5 MINUTE SCHOOL LOAD ONLY 7-9 AM 2-4 PM EXCEPT SAT-SUN-HOL),,,14,16,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-43,SCHOOL LOAD ONLY 8A-4P EXC SAT-SUN-HOL,,,8,16,8,1,1,1,1,1,,,,,bus,
R8-SCHLDX-44,5 MINUTE SCHOOL LOAD ONLY 8A-4P EXP SAT-SUN-HOL,,,8,16,8,1,1,1,1,1,,,,,bus,
R8-SCHLDX-45,15 MINUTE SCHOOL LOAD ONLY 8-10 AM 2-4 PM EXCEPT SAT-SUN-HOL,,,8,10,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-45,15 MINUTE SCHOOL LOAD ONLY 8-10 AM 2-4 PM EXCEPT SAT-SUN-HOL,,,14,16,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-46,30 MINUTE SCHOOL LOAD ONLY 8AM-5PM EXCEPT SAT-SUN-HOL,,,8,17,9,1,1,1,1,1,,,,,bus,
R8-SCHLDX-47,"5 MINUTE SCHOOL LOAD ONLY 7-10AM 2-6PM EXC SAT-SUN-HOL, PAY @ P S 10AM-2PM MON-FRI 8AM-6PM SAT",,,7,10,3,1,1,1,1,1,,,,,bus,
R8-SCHLDX-47,"5 MINUTE SCHOOL LOAD ONLY 7-10AM 2-6PM EXC SAT-SUN-HOL, PAY @ P S 10AM-2PM MON-FRI 8AM-6PM SAT",,,14,18,4,1,1,1,1,1,,,,,bus,
R8-SCHLDX-47,"5 MINUTE SCHOOL LOAD ONLY 7-10AM 2-6PM EXC SAT-SUN-HOL, PAY @ P S 10AM-2PM MON-FRI 8AM-6PM SAT",,,10,14,4,1,1,1,1,1,,,,,,
R8-SCHLDX-47,"5 MINUTE SCHOOL LOAD ONLY 7-10AM 2-6PM EXC SAT-SUN-HOL, PAY @ P S 10AM-2PM MON-FRI 8AM-6PM SAT",,,8,18,10,,,,,,1,,,,,
R8-SCHLDX-48,"'SCHOOL LOAD ONLY 7-9 AM 2-4 PM EXCEPT SAT-SUN-HOL""",,,7,9,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-48,"'SCHOOL LOAD ONLY 7-9 AM 2-4 PM EXCEPT SAT-SUN-HOL""",,,14,16,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-49,"15 MINUTE,SCHOOL LOAD ONLY 7-9AM,2-4PM,EXCEPT SAT-SUN-HOL",,,7,9,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-49,"15 MINUTE,SCHOOL LOAD ONLY 7-9AM,2-4PM,EXCEPT SAT-SUN-HOL",,,14,16,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-50,SCHOOL LOAD ONLY 81-4P EXC SAT-SUN-HOL,,,8,16,8,1,1,1,1,1,,,,,bus,
R8-SCHLDX-51,"5 Minute School Load Only 8-10 AM, 2-4 PM Except Sat-Sun-Hol",,,8,10,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-51,"5 Minute School Load Only 8-10 AM, 2-4 PM Except Sat-Sun-Hol",,,14,16,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-52,5 M SCHOOL LOAD ONLY 9-10AM 3-4PM MON-FRI,,,9,10,1,1,1,1,1,1,,,,,bus,
R8-SCHLDX-52,5 M SCHOOL LOAD ONLY 9-10AM 3-4PM MON-FRI,,,15,16,1,1,1,1,1,1,,,,,bus,
R8-SCHLDX-53,SCHOOL LOAD ONLY 8A-4P EXC SAT-SUN-HOL,,,8,16,8,1,1,1,1,1,,,,,bus,
R8-SCHLDX-54,"30 MINUTE,SCHOOL,LOAD,ONLY 7:30-8:30AM,2:30-3:30PM,MON THRU FRI",,,7.5,8.5,1,1,1,1,1,1,,,,,bus,
R8-SCHLDX-54,"30 MINUTE,SCHOOL,LOAD,ONLY 7:30-8:30AM,2:30-3:30PM,MON THRU FRI",,,14.5,15.5,1,1,1,1,1,1,,,,,bus,
R8-SCHLDX-55,30 M SCHOOL LOAD ONLY 6-9AM 4-6PM EXC SAT-SUN-HOL PAY @ PS 9A-4P 6-8PM MON THRU FRI 8A-8P SAT,,,6,9,3,1,1,1,1,1,,,,,bus,
R8-SCHLDX-55,30 M SCHOOL LOAD ONLY 6-9AM 4-6PM EXC SAT-SUN-HOL PAY @ PS 9A-4P 6-8PM MON THRU FRI 8A-8P SAT,,,14,18,4,1,1,1,1,1,,,,,bus,
R8-SCHLDX-55,30 M SCHOOL LOAD ONLY 6-9AM 4-6PM EXC SAT-SUN-HOL PAY @ PS 9A-4P 6-8PM MON THRU FRI 8A-8P SAT,,,9,16,7,1,1,1,1,1,,,,,,
R8-SCHLDX-55,30 M SCHOOL LOAD ONLY 6-9AM 4-6PM EXC SAT-SUN-HOL PAY @ PS 9A-4P 6-8PM MON THRU FRI 8A-8P SAT,,,18,20,2,1,1,1,1,1,,,,,,
R8-SCHLDX-55,30 M SCHOOL LOAD ONLY 6-9AM 4-6PM EXC SAT-SUN-HOL PAY @ PS 9A-4P 6-8PM MON THRU FRI 8A-8P SAT,,,8,20,12,,,,,,1,,,,,
R8-SCHLDX-56,SCHOOL LOAD ONLY 8:30-10A 3-4P EXC SAT-SUN-HOL,,,8.5,10,1.5,1,1,1,1,1,,,,,bus,
R8-SCHLDX-56,SCHOOL LOAD ONLY 8:30-10A 3-4P EXC SAT-SUN-HOL,,,15,16,1,1,1,1,1,1,,,,,bus,
R8-SCHLDX-57,SCHOOL LOAD ONLY 8-10 AM 3-5 PM EXCEPT SAT-SUN-HOL,,,8,10,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-57,SCHOOL LOAD ONLY 8-10 AM 3-5 PM EXCEPT SAT-SUN-HOL,,,15,17,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-58,15 M SCHOOL LOAD ONLY 7-9A 2-4P EXC SAT-SUN-HOL,,,7,9,2,1,1,1,1,1,,,,,bus,
R8-SCHLDX-58,15 M SCHOOL LOAD ONLY 7-9A 2-4P EXC SAT-SUN-HOL,,,14,16,2,1,1,1,1,1,,,,,bus,
R8-SCHSEAC,"3 H SCHOOL BUS ONLY 9A-3P MON-FRI, 30 M LOAD AND UNLOAD ONLY ALL OTHER TIMES",,,0,24,24,,,,,,,,1,,bus,
R8-SHARE,"CARSHARE VEHICLES ONLY VALID PERMIT ONLY, TAZ",,,0,24,24,,,,,,,,1,,permit,carshare
R8-SHAREZ,ZIPCAR CARE SHARE VEHICLES ONLY,,,0,24,24,,,,,,,,,,,
R8-TAXI,TAXI CABS ONLY,,,0,24,24,,,,,,,,1,,taxi,
R8-TAXILC,TAXI CABS ONLY THURS-FRI-SAT 11:30PM-3:00AM,,,23.5,24,0.5,,,,1,1,1,,,,taxi,
R8-TAXILC,TAXI CABS ONLY THURS-FRI-SAT 11:30PM-3:00AM,,,0,3,3,,,,1,1,1,,,,taxi,
R8-TAXILN,TAXI CABS ONLY 10PM-6AM EVERYDAY,,,22,24,2,,,,,,,,1,,taxi,
R8-TAXILN,TAXI CABS ONLY 10PM-6AM EVERYDAY,,,0,6,6,,,,,,,,1,,taxi,
R8-TAXIX,"PAY @ PS 8A-8P MON-THUR 2-8P FRI-SAT, TAXI CABS ONLY 6A-2P FRI-SAT-SUN",,,6,14,8,,,,,1,1,1,,,taxi,
R8-TAXIX,"PAY @ PS 8A-8P MON-THUR 2-8P FRI-SAT, TAXI CABS ONLY 6A-2P FRI-SAT-SUN",,,8,20,12,1,1,1,1,,,,,,,
R8-TAXIX,"PAY @ PS 8A-8P MON-THUR 2-8P FRI-SAT, TAXI CABS ONLY 6A-2P FRI-SAT-SUN",,,14,20,6,,,,,1,1,,,,,
R8-TAXIX-1,TAXI CABS ONLY 6P-9A EVERYDAY,,,18,24,6,,,,,,,,1,,taxi,
R8-TAXIX-1,TAXI CABS ONLY 6P-9A EVERYDAY,,,0,9,9,,,,,,,,1,,taxi,
R8-TAXIX-2,TAXI CABS ONLY NO STOPS 4-6PM EXC SAT-SUN-HOL,,,16,18,2,1,1,1,1,1,,,,,taxi,
R8-TAXIX-3,"TAXI CABS ONLY ALL OTHER TIMES, NO STOPS 6-9AM 3-7PM EXC SAT-SUN-HOL",,,0,24,24,,,,,,,,1,,taxi,
R8-TAXIX-4,TAXI CABS ONLY NO STOPS 3-7PM EXC SUN-HOL,,,15,19,4,1,1,1,1,1,1,,,,taxi,
R8-TAXIX-5,TAXI CABS ONLY 6P-2A EVERYDAY,,,18,24,6,,,,,,,,1,,taxi,
R8-TAXIX-5,TAXI CABS ONLY 6P-2A EVERYDAY,,,0,2,2,,,,,,,,1,,taxi,
R8-TAXIX-6,"PAY @ PS 8AM-6PM, MON-SAT, TAXI CABS ONLY, 6PM-8AM, EVERYDAY",,,18,24,6,,,,,,,,1,,taxi,
R8-TAXIX-6,"PAY @ PS 8AM-6PM, MON-SAT, TAXI CABS ONLY, 6PM-8AM, EVERYDAY",,,0,8,8,,,,,,,,1,,taxi,
R8-TAXIX-6,"PAY @ PS 8AM-6PM, MON-SAT, TAXI CABS ONLY, 6PM-8AM, EVERYDAY",,,8,18,10,1,1,1,1,1,1,,,,,
R8-TIME,1 HOUR PARKING  7AM-6PM EXC SUN-HOL,,60,7,18,11,1,1,1,1,1,1,,,,,
R8-TIME-1,"1 HOUR PARKING, 7AM-3PM",,60,7,15,8,,,,,,,,1,,,
R8-TKD,"30 M TRUCK LOAD ONLY 7A-6P EXC SUN-HOL, TAZ",,,7,18,11,1,1,1,1,1,1,,,,truck,
R8-TKD-1,30 MINUTE TRUCK LOAD ONLY 7AM-6PM,,,7,18,11,,,,,,,,1,,truck,
R8-TKD-2,"30 M TRUCK LOAD ONLY 7A-6P EXC SUN-HOL, TAZ ",,,7,18,11,1,1,1,1,1,1,,,,truck,
R8-TKD-3,30 MINUTE TRUCK LOAD ONLY 7AM-6PM,,,7,18,11,,,,,,,,1,,truck,
R8-TKD-4,30 MINUTE TRUCK LOAD ONLY 5AM-6PM EXCEPT SUN-HOL,,,5,18,13,1,1,1,1,1,1,,,,truck,
R8-TKD8PM,30 MINUTE TRUCK LOAD ONLY 7AM-8PM EXCEPT SUN-HOL,,,7,20,13,1,1,1,1,1,1,,,,truck,
R8-TKD8PM-1,"30 M TRUCK LOAD ONLY 7A-8P EXC SUN-HOL, TAZ",,,7,20,13,1,1,1,1,1,1,,,,truck,
R8-TKD8PM-2,30 M TRUCK LOAD ONLY 7A-8P,,,7,20,13,,,,,,,,1,,truck,
R8-TKDL,"TRUCK ONLY 30M 7A-6P EXC SUN-HOL, NO PARKING ALL OTHER TIMES",,,0,24,24,,,,,,,,1,,truck,
R8-TKDX,"30 M TRUCK LOAD ONLY 7A-3P EXC SUN-HOL, TAZ",,,7,15,8,1,1,1,1,1,1,,,,truck,
R8-TKDX-1,"30 M TRUCK LOAD ONLY 7A-4P EXC SUN-HOL, TAZ",,,7,16,9,1,1,1,1,1,1,,,,truck,
R8-TKDX-2,30 MINUTE TRUCK LOAD ONLY 7 AM - 6 PM MON - FRI,,,7,18,11,1,1,1,1,1,1,,,,truck,
R8-TKDX-3,30 M TRUCK LOAD ONLY 7AM-6PM EXC SAT-SUN-HOL TOW AWAY ZONE,,,7,18,11,1,1,1,1,1,1,,,,truck,
R8-TKL,TRUCK ONLY 30 M LIMIT EVERYDAY,,,0,24,24,,,,,,,,1,,truck,
R8-TKLZ,30 MINUTE TRUCK LOAD ONLY,,,0,24,24,,,,,,,,1,,truck,
R8-TKPLZX,30 MINUTE TRUCK LOAD ONLY 7AM -6 PM EVERYDAY 3 MINUTE PASSENGER LOAD ONLY 6 PM - 7 AM,,,0,24,24,,,,,,,,1,,truck,
R8-TKPLZX-1,"30 MINUTE TRUCK LOAD ONLY 7AM-6PM, 3 MINUTE PASSENGER LOAD ONLY 6PM-2AM",,,0,24,24,,,,,,,,1,,truck,
R8-TKPLZX-2,"30 MINUTE,TRUCK,LOAD ONLY,9AM-3PM,EVERYDAY,3 MINUTE,PASSENGER,LOAD ONLY,ALL OTHER TIMES",,,0,24,24,,,,,,,,1,,truck,
R8-TKPLZX-3,"TRUCK LOAD ONLY 7AM-5PM,PASSENGER LOAD ONLY 5PM-2AM",,,0,24,24,,,,,,,,1,,truck,
R8-TKR,TRUCK ONLY 30 M LIMIT EVERYDAY,,,0,24,24,,,,,,,,1,,truck,
R8-TKSTX,30 MINUTE TRUCK LOAD ONLY 7AM-4PM NO STOPS 4-6PM EXC SAT-SUN-HOL,,,7,18,11,1,1,1,1,1,,,,,truck,
R8-TKSTX-1,30 MINUTE TRUCK LOAD ONLY 9AM-4PM NO STOPS 7-9AM 4-6PM EXC SAT-SUN-HOL,,,7,18,11,1,1,1,1,1,,,,,truck,
R8-TKSTX-2,"30 MINUTE,TRUCK,LOAD ONLY,7AM-4PM,EXCEPT SUN-HOL,NO STOPS,4-6PM,EXCEPT SAT-SUN-HOL",,,7,18,11,1,1,1,1,1,,,,,truck,
R8-TKSTX-3,30 M TRUCK LOAD ONLY 7A-4P NO STOPS 4-6P EXC SAT-SUN-HOL,,,7,18,11,1,1,1,1,1,,,,,truck,
R8-TKSTX-4,"30 M TRUCK LOAD ONLY 7A-3P EXC SUN-HOL, NO STOPS 3-7P EXC SAT-SUN-HOL",,,7,19,12,1,1,1,1,1,1,,,,truck,
R8-TKSTX-5,30 MINUTE TRUCK LOAD ONLY 9AM-6PM NO STOPS 7-9AM EXC SAT-SUN-HOL,,,7,18,11,1,1,1,1,1,1,,,,truck,
R8-TKSTX-6,30 MINUTE TRUCK LOAD ONLY 9AM-3PM EXCEPT SUN-HOL NO STOPS 6-9AM 3-7PM EXCEPT SAT-SUN-HOL,,,6,19,13,1,1,1,1,1,1,,,,truck,
R8-TKSTX-7,"30 MINUTE,TRUCK,LOAD ONLY,7AM-3PM,EXCEPT SUN-HOL,NO STOPS 3-7PM EXCEPT SAT-SUN-HOL",,,7,19,12,1,1,1,1,1,1,,,,truck,
R8-TKX,"no parking,2-7am,30 minute load and,unload,only,7am=6pm,everyday",,,2,18,16,,,,,,,,1,,truck,
R8-TKX-1,30 MINUTE TRUCK LOAD ONLY 11AM-6PM EVERYDAY ,,,11,18,7,,,,,,,,1,,truck,
R8-TKX-2,30 M TRUCK LOAD ONLY 7-11AM EXCEPT SUN-HOL 15 MIN LOAD AND UNLOAD ONLY 11AM-10PM EVERYDAY,,,7,22,15,,,,,,,,1,,truck,
R8-TKX-3,"30 M TRUCK LOAD ONLY 8AM-5PM EXCEPT SUN-HOL, TAZ ",,,8,17,9,,,,,,,,1,,truck,
R8-TKX-4,"30 MINUTE, TRUCK, LOAD ONLY, 4-7 AM, 1-3 PM, EVERYDAY, 2 HOUR PARKING 7 A-1PM 3 -6 PM, EVERYDAY",,,4,7,3,,,,,,,,1,,truck,
R8-TKX-4,"30 MINUTE, TRUCK, LOAD ONLY, 4-7 AM, 1-3 PM, EVERYDAY, 2 HOUR PARKING 7 A-1PM 3 -6 PM, EVERYDAY",,,13,15,2,,,,,,,,1,,truck,
R8-TKX-4,"30 MINUTE, TRUCK, LOAD ONLY, 4-7 AM, 1-3 PM, EVERYDAY, 2 HOUR PARKING 7 A-1PM 3 -6 PM, EVERYDAY",,120,7,13,6,,,,,,,,1,,,
R8-TKX-4,"30 MINUTE, TRUCK, LOAD ONLY, 4-7 AM, 1-3 PM, EVERYDAY, 2 HOUR PARKING 7 A-1PM 3 -6 PM, EVERYDAY",,120,15,18,3,,,,,,,,1,,,
R8-TKX-5,"30 M TRUCK LOAD ONLY 6P-6A EVERYDAY, ",,,18,24,6,,,,,,,,1,,truck,
R8-TKX-6,"no parking,2-7am,everyday,30 minute,load and,unload,only,7am-6pm,everyday",,,2,18,16,,,,,,,,1,,truck,
R8-TKX-7,"30M,TRUCK,LOAD,ONLY,6-11AM,EVERYDAY,NO PARKING,ALL OTHER TIMES",,,0,24,24,,,,,,,,1,,truck,
R8-TKX-8,30 MINUTE TRUCK LOAD ONLY 5AM - 3PM MON THRU FRI NO PARKAING ALL OTHER TIMES,,,0,24,24,,,,,,,,1,,truck,
R8-TKX-9,"no parking,2-7am,30 minute,load and,unload,only,7am-6pm,everyday",,,0,24,24,,,,,,,,1,,truck,
R8-TKX-10,"NO PARKING,2-7AM,EVERYDAY,30 MINUTE,LOAD AND,UNLOAD,ONLY,7AM-6PM,EVERYDAY",,,2,18,16,,,,,,,,1,,truck,
R8-VENDX,"FOOD VEHICLE ZONE, 10AM-2PM, MON THRU FRI, VALID PERMIT ONLY, PAY AT PAY STATION, 8-10AM 2-6PM MON THRU FRI 8AM-6PM SAT",,,10,14,4,1,1,1,1,1,,,,,authorized,
R8-VENDX,"FOOD VEHICLE ZONE, 10AM-2PM, MON THRU FRI, VALID PERMIT ONLY, PAY AT PAY STATION, 8-10AM 2-6PM MON THRU FRI 8AM-6PM SAT",,,8,10,2,1,1,1,1,1,,,,,,
R8-VENDX,"FOOD VEHICLE ZONE, 10AM-2PM, MON THRU FRI, VALID PERMIT ONLY, PAY AT PAY STATION, 8-10AM 2-6PM MON THRU FRI 8AM-6PM SAT",,,14,18,4,1,1,1,1,1,,,,,,
R8-VENDX,"FOOD VEHICLE ZONE, 10AM-2PM, MON THRU FRI, VALID PERMIT ONLY, PAY AT PAY STATION, 8-10AM 2-6PM MON THRU FRI 8AM-6PM SAT",,,8,18,10,,,,,,1,,,,,
